timestamp=0.492280,22=1
timestamp=0.492504,23=1
timestamp=0.492814,2C1=1
timestamp=0.496776,B0=1
timestamp=0.497028,224=1
timestamp=0.497237,B2=1
timestamp=0.499976,2C6=1
timestamp=0.502722,20=1
timestamp=0.502991,B4=1
timestamp=0.503229,25=1
timestamp=0.504321,22=1
timestamp=0.504545,23=1
timestamp=0.508815,B0=1
timestamp=0.509043,B2=1
timestamp=0.513297,2C4=1
timestamp=0.513521,340=1
timestamp=0.514799,20=1
timestamp=0.515045,223=1
timestamp=0.515294,B4=1
timestamp=0.515532,25=1
timestamp=0.516358,2D0=1
timestamp=0.516604,22=1
timestamp=0.516824,23=1
timestamp=0.520892,B0=1
timestamp=0.521144,224=1
timestamp=0.521352,B2=1
timestamp=0.524544,2C1=1
timestamp=0.526856,20=1
timestamp=0.527124,B4=1
timestamp=0.527363,25=1
timestamp=0.528452,22=1
timestamp=0.528675,23=1
timestamp=0.531726,2C6=1
timestamp=0.532974,B0=1
timestamp=0.533127,320=1
timestamp=0.533335,B2=1
timestamp=0.536833,2C4=1
timestamp=0.538945,20=1
timestamp=0.539191,223=1
timestamp=0.539439,B4=1
timestamp=0.539677,25=1
timestamp=0.540535,22=1
timestamp=0.540760,23=1
timestamp=0.545151,B0=1
timestamp=0.545404,224=1
timestamp=0.545612,B2=1
timestamp=0.548106,2D0=1
timestamp=0.551142,20=1
timestamp=0.551410,B4=1
timestamp=0.551648,25=1
timestamp=0.552736,22=1
timestamp=0.552960,23=1
timestamp=0.556292,2C1=1
timestamp=0.557266,B0=1
timestamp=0.557452,591=1
timestamp=0.557660,B2=1
timestamp=0.560390,2C4=1
timestamp=0.561394,340=1
timestamp=0.562298,57F=1
timestamp=0.563238,20=1
timestamp=0.563485,223=1
timestamp=0.563733,B4=1
timestamp=0.563977,2C6=1
timestamp=0.564217,25=1
timestamp=0.564833,22=1
timestamp=0.565055,23=1
timestamp=0.569321,B0=1
timestamp=0.569573,224=1
timestamp=0.569782,B2=1
timestamp=0.575284,20=1
timestamp=0.575552,B4=1
timestamp=0.576110,25=1
timestamp=0.576878,22=1
timestamp=0.577102,23=1
timestamp=0.579836,2D0=1
timestamp=0.581406,B0=1
timestamp=0.581558,320=1
timestamp=0.581766,B2=1
timestamp=0.582017,3B2=1
timestamp=0.583927,2C4=1
timestamp=0.587371,20=1
timestamp=0.587617,223=1
timestamp=0.587865,B4=1
timestamp=0.588101,2C1=1
timestamp=0.588339,25=1
timestamp=0.588969,22=1
timestamp=0.589190,23=1
timestamp=0.593438,B0=1
timestamp=0.593690,224=1
timestamp=0.593898,B2=1
timestamp=0.595210,2C6=1
timestamp=0.599466,20=1
timestamp=0.599734,B4=1
timestamp=0.600108,25=1
timestamp=0.601056,22=1
timestamp=0.601278,23=1
timestamp=0.602386,56F=1
timestamp=0.605548,B0=1
timestamp=0.605775,B2=1
timestamp=0.607489,2C4=1
timestamp=0.609521,340=1
timestamp=0.611509,20=1
timestamp=0.611755,223=1
timestamp=0.612003,B4=1
timestamp=0.612241,25=1
timestamp=0.612479,2D0=1
timestamp=0.613095,22=1
timestamp=0.613320,23=1
timestamp=0.617590,B0=1
timestamp=0.617842,224=1
timestamp=0.618050,B2=1
timestamp=0.619778,2C1=1
timestamp=0.620868,5D5=1
timestamp=0.623552,20=1
timestamp=0.623820,B4=1
timestamp=0.624122,25=1
timestamp=0.625144,22=1
timestamp=0.625363,23=1
timestamp=0.626953,2C6=1
timestamp=0.629623,B0=1
timestamp=0.629775,320=1
timestamp=0.629983,B2=1
timestamp=0.631025,2C4=1
timestamp=0.635577,20=1
timestamp=0.635823,223=1
timestamp=0.636071,B4=1
timestamp=0.636310,25=1
timestamp=0.637174,22=1
timestamp=0.637398,23=1
timestamp=0.641658,B0=1
timestamp=0.641910,224=1
timestamp=0.642118,B2=1
timestamp=0.643316,2D0=1
timestamp=0.647622,20=1
timestamp=0.647890,B4=1
timestamp=0.648135,25=1
timestamp=0.649220,22=1
timestamp=0.649441,23=1
timestamp=0.651412,526=1
timestamp=0.651651,2C1=1
timestamp=0.653685,B0=1
timestamp=0.653911,B2=1
timestamp=0.654583,2C4=1
timestamp=0.657633,340=1
timestamp=0.658687,2C6=1
timestamp=0.659667,20=1
timestamp=0.659914,223=1
timestamp=0.660162,B4=1
timestamp=0.660400,25=1
timestamp=0.661254,22=1
timestamp=0.661476,23=1
timestamp=0.665756,B0=1
timestamp=0.666008,224=1
timestamp=0.666216,B2=1
timestamp=0.671714,20=1
timestamp=0.671983,B4=1
timestamp=0.672221,25=1
timestamp=0.673307,22=1
timestamp=0.673531,23=1
timestamp=0.675067,2D0=1
timestamp=0.677789,B0=1
timestamp=0.677941,320=1
timestamp=0.678149,B2=1
timestamp=0.678385,2C4=1
timestamp=0.683251,2C1=1
timestamp=0.683735,20=1
timestamp=0.683981,223=1
timestamp=0.684220,25=1
timestamp=0.684468,B4=1
timestamp=0.685332,22=1
timestamp=0.685552,23=1
timestamp=0.689818,B0=1
timestamp=0.690070,224=1
timestamp=0.690278,B2=1
timestamp=0.690522,2C6=1
timestamp=0.695784,20=1
timestamp=0.696052,B4=1
timestamp=0.696291,25=1
timestamp=0.697373,22=1
timestamp=0.697595,23=1
timestamp=0.701684,2C4=1
timestamp=0.701895,B0=1
timestamp=0.702127,B2=1
timestamp=0.705766,340=1
timestamp=0.706793,2D0=1
timestamp=0.707833,20=1
timestamp=0.708079,223=1
timestamp=0.708317,25=1
timestamp=0.708565,B4=1
timestamp=0.709427,22=1
timestamp=0.709647,23=1
timestamp=0.713911,B0=1
timestamp=0.714163,224=1
timestamp=0.714372,B2=1
timestamp=0.714986,2C1=1
timestamp=0.719874,20=1
timestamp=0.720142,B4=1
timestamp=0.720380,25=1
timestamp=0.721468,22=1
timestamp=0.721690,23=1
timestamp=0.722170,2C6=1
timestamp=0.725220,2C4=1
timestamp=0.725966,B0=1
timestamp=0.726118,320=1
timestamp=0.726327,B2=1
timestamp=0.732009,20=1
timestamp=0.732255,223=1
timestamp=0.732503,B4=1
timestamp=0.732741,25=1
timestamp=0.733603,22=1
timestamp=0.733825,23=1
timestamp=0.738123,B0=1
timestamp=0.738375,224=1
timestamp=0.738584,B2=1
timestamp=0.738826,2D0=1
timestamp=0.744100,20=1
timestamp=0.744368,B4=1
timestamp=0.744606,25=1
timestamp=0.745698,22=1
timestamp=0.745918,23=1
timestamp=0.746734,2C1=1
timestamp=0.748794,4C1=1
timestamp=0.749030,2C4=1
timestamp=0.750174,B0=1
timestamp=0.750401,B2=1
timestamp=0.753898,2C6=1
timestamp=0.754123,340=1
timestamp=0.756121,20=1
timestamp=0.756367,223=1
timestamp=0.756605,25=1
timestamp=0.756853,B4=1
timestamp=0.757717,22=1
timestamp=0.757939,23=1
timestamp=0.762213,B0=1
timestamp=0.762465,224=1
timestamp=0.762674,B2=1
timestamp=0.768190,20=1
timestamp=0.768458,B4=1
timestamp=0.768696,25=1
timestamp=0.769778,22=1
timestamp=0.769998,23=1
timestamp=0.770284,2D0=1
timestamp=0.772326,2C4=1
timestamp=0.774266,B0=1
timestamp=0.774418,320=1
timestamp=0.774627,B2=1
timestamp=0.778466,2C1=1
timestamp=0.780208,20=1
timestamp=0.780455,223=1
timestamp=0.780693,25=1
timestamp=0.780941,B4=1
timestamp=0.781801,22=1
timestamp=0.782025,23=1
timestamp=0.785659,2C6=1
timestamp=0.786273,B0=1
timestamp=0.786525,224=1
timestamp=0.786733,B2=1
timestamp=0.792247,20=1
timestamp=0.792515,B4=1
timestamp=0.792754,25=1
timestamp=0.793840,22=1
timestamp=0.794062,23=1
timestamp=0.795884,2C4=1
timestamp=0.798314,B0=1
timestamp=0.798540,B2=1
timestamp=0.802026,2D0=1
timestamp=0.802250,340=1
timestamp=0.804260,20=1
timestamp=0.804506,223=1
timestamp=0.804754,B4=1
timestamp=0.805188,25=1
timestamp=0.805858,22=1
timestamp=0.806079,23=1
timestamp=0.810210,2C1=1
timestamp=0.810420,B0=1
timestamp=0.810673,224=1
timestamp=0.810881,B2=1
timestamp=0.811125,4C3=1
timestamp=0.816313,20=1
timestamp=0.816581,B4=1
timestamp=0.817193,25=1
timestamp=0.817438,2C6=1
timestamp=0.817906,22=1
timestamp=0.818130,23=1
timestamp=0.819416,2C4=1
timestamp=0.822390,B0=1
timestamp=0.822542,320=1
timestamp=0.822750,B2=1
timestamp=0.828368,20=1
timestamp=0.828614,223=1
timestamp=0.828863,B4=1
timestamp=0.829185,25=1
timestamp=0.829961,22=1
timestamp=0.830185,23=1
timestamp=0.833755,2D0=1
timestamp=0.834435,B0=1
timestamp=0.834687,224=1
timestamp=0.834895,B2=1
timestamp=0.840409,20=1
timestamp=0.840677,B4=1
timestamp=0.841205,25=1
timestamp=0.841940,2C1=1
timestamp=0.842186,22=1
timestamp=0.842410,23=1
timestamp=0.842978,2C4=1
timestamp=0.846508,B0=1
timestamp=0.846734,B2=1
timestamp=0.849128,2C6=1
timestamp=0.850118,340=1
timestamp=0.852484,20=1
timestamp=0.852731,223=1
timestamp=0.852979,B4=1
timestamp=0.853217,25=1
timestamp=0.854075,22=1
timestamp=0.854299,23=1
timestamp=0.858575,B0=1
timestamp=0.858827,224=1
timestamp=0.859036,B2=1
timestamp=0.859222,591=1
timestamp=0.864560,20=1
timestamp=0.864828,B4=1
timestamp=0.865210,25=1
timestamp=0.865508,2D0=1
timestamp=0.866150,22=1
timestamp=0.866374,23=1
timestamp=0.866610,2C4=1
timestamp=0.870658,B0=1
timestamp=0.870811,320=1
timestamp=0.871019,B2=1
timestamp=0.873693,2C1=1
timestamp=0.876601,20=1
timestamp=0.876847,223=1
timestamp=0.877095,B4=1
timestamp=0.877333,25=1
timestamp=0.878189,22=1
timestamp=0.878414,23=1
timestamp=0.880855,2C6=1
timestamp=0.882662,B0=1
timestamp=0.882914,224=1
timestamp=0.883122,B2=1
timestamp=0.883372,3B2=1
timestamp=0.888644,20=1
timestamp=0.888912,B4=1
timestamp=0.889223,25=1
timestamp=0.890079,2C4=1
timestamp=0.890323,22=1
timestamp=0.890547,23=1
timestamp=0.894735,B0=1
timestamp=0.894961,B2=1
timestamp=0.897233,2D0=1
timestamp=0.898253,340=1
timestamp=0.900685,20=1
timestamp=0.900931,223=1
timestamp=0.901179,B4=1
timestamp=0.901418,25=1
timestamp=0.902280,22=1
timestamp=0.902500,23=1
timestamp=0.905420,2C1=1
timestamp=0.906746,B0=1
timestamp=0.906998,224=1
timestamp=0.907206,B2=1
timestamp=0.912606,2C6=1
timestamp=0.912762,20=1
timestamp=0.913030,B4=1
timestamp=0.913268,25=1
timestamp=0.913610,2C4=1
timestamp=0.914362,22=1
timestamp=0.914586,23=1
timestamp=0.918632,5B8=1
timestamp=0.918842,B0=1
timestamp=0.918994,320=1
timestamp=0.919203,B2=1
timestamp=0.924747,20=1
timestamp=0.924993,223=1
timestamp=0.925241,B4=1
timestamp=0.925479,25=1
timestamp=0.926339,22=1
timestamp=0.926563,23=1
timestamp=0.928983,2D0=1
timestamp=0.930807,B0=1
timestamp=0.931059,224=1
timestamp=0.931268,B2=1
timestamp=0.932084,4C6=1
timestamp=0.936770,20=1
timestamp=0.937038,B4=1
timestamp=0.937276,25=1
timestamp=0.937514,2C1=1
timestamp=0.937754,2C4=1
timestamp=0.938358,22=1
timestamp=0.938579,23=1
timestamp=0.942860,B0=1
timestamp=0.943087,B2=1
timestamp=0.944335,2C6=1
timestamp=0.946363,340=1
timestamp=0.948817,20=1
timestamp=0.949063,223=1
timestamp=0.949311,B4=1
timestamp=0.949549,25=1
timestamp=0.950411,22=1
timestamp=0.950633,23=1
timestamp=0.954893,B0=1
timestamp=0.955145,224=1
timestamp=0.955354,B2=1
timestamp=0.960715,2D0=1
timestamp=0.960953,2C4=1
timestamp=0.961110,20=1
timestamp=0.961378,B4=1
timestamp=0.961616,25=1
timestamp=0.962710,22=1
timestamp=0.962934,23=1
timestamp=0.965728,52C=1
timestamp=0.966934,B0=1
timestamp=0.967086,320=1
timestamp=0.967295,B2=1
timestamp=0.968911,2C1=1
timestamp=0.969851,540=1
timestamp=0.972909,20=1
timestamp=0.973155,223=1
timestamp=0.973393,25=1
timestamp=0.973641,B4=1
timestamp=0.973960,423=1
timestamp=0.974500,22=1
timestamp=0.974718,23=1
timestamp=0.976088,2C6=1
timestamp=0.979102,B0=1
timestamp=0.979354,224=1
timestamp=0.979562,B2=1
timestamp=0.982150,5C8=1
timestamp=0.984274,2C4=1
timestamp=0.985054,20=1
timestamp=0.985322,B4=1
timestamp=0.985561,25=1
timestamp=0.986249,5D2=1
timestamp=0.986649,22=1
timestamp=0.986871,23=1
timestamp=0.989271,5F8=1
timestamp=0.991153,B0=1
timestamp=0.991379,B2=1
timestamp=0.992465,2D0=1
timestamp=0.994493,340=1
timestamp=0.997111,20=1
timestamp=0.997357,223=1
timestamp=0.997596,25=1
timestamp=0.997844,B4=1
timestamp=0.998706,22=1
timestamp=0.998926,23=1
timestamp=0.999060,56F=1
timestamp=1.000656,2C1=1
timestamp=1.003176,B0=1
timestamp=1.003428,224=1
timestamp=1.003637,B2=1
timestamp=1.007808,2C4=1
timestamp=1.008053,2C6=1
timestamp=1.009151,20=1
timestamp=1.009419,B4=1
timestamp=1.009657,25=1
timestamp=1.010745,22=1
timestamp=1.010971,23=1
timestamp=1.015231,B0=1
timestamp=1.015383,320=1
timestamp=1.015591,B2=1
timestamp=1.021175,20=1
timestamp=1.021422,223=1
timestamp=1.021660,25=1
timestamp=1.021908,B4=1
timestamp=1.022770,22=1
timestamp=1.022994,23=1
timestamp=1.024200,2D0=1
timestamp=1.027278,B0=1
timestamp=1.027530,224=1
timestamp=1.027739,B2=1
timestamp=1.031366,2C4=1
timestamp=1.032382,2C1=1
timestamp=1.033291,20=1
timestamp=1.033559,B4=1
timestamp=1.033797,25=1
timestamp=1.034883,22=1
timestamp=1.035103,23=1
timestamp=1.037423,5D4=1
timestamp=1.039393,B0=1
timestamp=1.039637,2C6=1
timestamp=1.039845,B2=1
timestamp=1.042605,340=1
timestamp=1.045405,20=1
timestamp=1.045651,223=1
timestamp=1.045900,B4=1
timestamp=1.046272,25=1
timestamp=1.046996,22=1
timestamp=1.047218,23=1
timestamp=1.048128,5D5=1
timestamp=1.051486,B0=1
timestamp=1.051738,224=1
timestamp=1.051946,B2=1
timestamp=1.054906,2C4=1
timestamp=1.055942,2D0=1
timestamp=1.057502,20=1
timestamp=1.057771,B4=1
timestamp=1.058281,25=1
timestamp=1.059093,22=1
timestamp=1.059313,23=1
timestamp=1.063607,B0=1
timestamp=1.063759,320=1
timestamp=1.063967,B2=1
timestamp=1.064209,2C1=1
timestamp=1.069577,20=1
timestamp=1.069823,223=1
timestamp=1.070072,B4=1
timestamp=1.070310,25=1
timestamp=1.071172,22=1
timestamp=1.071394,23=1
timestamp=1.071638,2C6=1
timestamp=1.075666,B0=1
timestamp=1.075918,224=1
timestamp=1.076127,B2=1
timestamp=1.078471,2C4=1
timestamp=1.081005,583=1
timestamp=1.081647,20=1
timestamp=1.081916,B4=1
timestamp=1.082280,25=1
timestamp=1.083244,22=1
timestamp=1.083468,23=1
timestamp=1.087670,2D0=1
timestamp=1.087880,B0=1
timestamp=1.088106,B2=1
timestamp=1.090740,340=1
timestamp=1.093736,20=1
